Ticker,Sector,Entry,EntryRaw,Score,Close,MktCap_KRW_T,Avg$Vol,VolRatio,RSI,ATR%,Trigger,EntryHint,Invalidation,Reasons,MACDTrigger,Note,EntryPrice,StopPrice,TargetPrice,RR,Shares,PosValue,MktPref,P,Promoted
ARM,Technology,WATCH_BREAKOUT,WATCH_BREAKOUT,43,123.79,192.3,932090413,0.37,66.8,5.78,트리거: 124.31 상향 돌파(20D High),124.31 돌파+거래량 동반 시,SMA50(118.45) 이탈 또는 Stop 109.46,"20D high 근접, MACD 완만개선, RSI 67",,현재 Vol 0.37x,,,,,,,0,2,False
PH,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,43,983.69,180.4,674815382,0.23,68.3,2.16,트리거: 989.13 상향 돌파(20D High),989.13 돌파+거래량 동반 시,SMA50(908.40) 이탈 또는 Stop 941.16,"20D high 근접, MACD 완만개선, RSI 68",,현재 Vol 0.23x,,,,,,,0,2,False
PSX,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,41,157.87,93.4,339538950,0.21,85.3,2.81,트리거: 159.15 상향 돌파(20D High),159.15 돌파+거래량 동반 시,SMA50(139.14) 이탈 또는 Stop 149.00,"20D high 근접, MACD 완만개선",,현재 Vol 0.21x | ✅ 50~100조 선호,,,,,,,1,2,False
SPY,Unknown,WATCH_BREAKOUT,WATCH_BREAKOUT,40,694.75,927.9,57677429842,0.34,64.4,1.17,트리거: 697.84 상향 돌파(20D High),697.84 돌파+거래량 동반 시,SMA50(686.93) 이탈 또는 Stop 678.43,"20D high 근접, RSI 64",,현재 Vol 0.34x,,,,,,,0,2,False
NOC,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,40,709.17,148.2,679633868,0.2,70.4,2.8,트리거: 715.60 상향 돌파(20D High),715.60 돌파+거래량 동반 시,SMA50(613.19) 이탈 또는 Stop 669.52,"20D high 근접, RSI 70",,현재 Vol 0.20x,,,,,,,0,2,False
BKR,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,38,59.4,85.2,574778470,0.18,78.6,3.12,트리거: 59.69 상향 돌파(20D High),59.69 돌파+거래량 동반 시,SMA50(50.44) 이탈 또는 Stop 55.69,20D high 근접,,현재 Vol 0.18x | ✅ 50~100조 선호,,,,,,,1,2,False
XLE,Unknown,WATCH_BREAKOUT,WATCH_BREAKOUT,33,53.43,14.5,2636674027,0.26,82.1,2.08,트리거: 53.49 상향 돌파(20D High),53.49 돌파+거래량 동반 시,SMA50(47.05) 이탈 또는 Stop 51.21,"20D high 근접, MACD 완만개선",,현재 Vol 0.26x,,,,,,,0,2,False
JNJ,Healthcare,WATCH_BREAKOUT,WATCH_BREAKOUT,33,238.71,846.5,2166838423,0.2,92.0,1.66,트리거: 240.94 상향 돌파(20D High),240.94 돌파+거래량 동반 시,SMA50(213.90) 이탈 또는 Stop 230.81,"20D high 근접, MACD 완만개선",,현재 Vol 0.20x,,,,,,,0,2,False
CAT,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,33,735.34,498.1,1881793000,0.33,74.7,3.57,트리거: 738.41 상향 돌파(20D High),738.41 돌파+거래량 동반 시,SMA50(618.82) 이탈 또는 Stop 682.90,"20D high 근접, MACD 완만개선",,현재 Vol 0.33x,,,,,,,0,2,False
CSCO,Technology,WATCH_BREAKOUT,WATCH_BREAKOUT,33,86.62,490.6,1696137907,0.35,86.0,2.36,트리거: 86.65 상향 돌파(20D High),86.65 돌파+거래량 동반 시,SMA50(77.53) 이탈 또는 Stop 82.54,"20D high 근접, MACD 완만개선",,현재 Vol 0.35x,,,,,,,0,2,False
MCD,Consumer Cyclical,WATCH_BREAKOUT,WATCH_BREAKOUT,33,324.98,341.8,950561446,0.23,86.2,1.48,트리거: 328.06 상향 돌파(20D High),328.06 돌파+거래량 동반 시,SMA50(311.45) 이탈 또는 Stop 315.33,"20D high 근접, MACD 완만개선",,현재 Vol 0.23x,,,,,,,0,2,False
APD,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,16,283.91,92.3,390176305,0.17,73.6,2.28,트리거: 287.81 상향 돌파(20D High),287.81 돌파+거래량 동반 시,SMA50(257.54) 이탈 또는 Stop 270.97,MACD 완만개선,,현재 Vol 0.17x | ✅ 50~100조 선호,,,,,,,1,2,False
BDX,Healthcare,WATCH_PULLBACK,WATCH_PULLBACK,26,203.39,87.6,406487158,0.51,50.0,2.66,SMA20(204.70) 부근 눌림 진행,반등 캔들 확인 후,SMA20(204.70) 이탈 또는 Stop 192.55,"MACD 완만개선, RSI 50",,RSI 50.0 | ✅ 50~100조 선호,,,,,,,1,3,False
SRE,Utilities,WATCH_PULLBACK,WATCH_PULLBACK,26,87.06,83.5,403241135,0.13,41.2,2.08,SMA20(87.83) 부근 눌림 진행,반등 캔들 확인 후,SMA20(87.83) 이탈 또는 Stop 83.44,"MACD 완만개선, RSI 41",,RSI 41.2 | ✅ 50~100조 선호,,,,,,,1,3,False
F,Consumer Cyclical,WATCH_PULLBACK,WATCH_PULLBACK,23,13.6,80.5,829440202,0.38,57.0,2.07,SMA20(13.76) 부근 눌림 진행,반등 캔들 확인 후,SMA20(13.76) 이탈 또는 Stop 13.04,RSI 57,,RSI 57.0 | ✅ 50~100조 선호,,,,,,,1,3,False
ABBV,Healthcare,WATCH_PULLBACK,WATCH_PULLBACK,15,222.46,578.1,1593552290,0.22,61.1,2.95,SMA20(220.07) 부근 눌림 진행,반등 캔들 확인 후,SMA20(220.07) 이탈 또는 Stop 209.32,RSI 61,,RSI 61.1,,,,,,,0,3,False
GOOGL,Communication Services,CANDIDATE_BUY,BUY_PULLBACK,10,325.66,5717.9,12215709298,0.45,53.6,3.31,SMA50(321.78) 눌림 후 반등,325.66 부근 분할 또는 직전 고가 상향 시,SMA50(321.78) 이탈 또는 Stop 304.08,RSI 54,,BUY 후보(미달): RR 1.08 < 1.8 또는 Shares 19 → SMART 승격 후보,325.66,304.08,349.0,1.08,19.0,6187.54,0,9,False
RBLX,Communication Services,SKIP,SKIP,21,73.14,68.3,1137313089,0.56,43.1,6.61,진입 타이밍 불명확,-,Stop 63.46,"MACD 완만개선, RSI 43",,대기 | ✅ 50~100조 선호,,,,,,,1,9,False
O,Real Estate,SKIP,SKIP,21,62.88,85.0,382000335,0.21,57.9,1.55,진입 타이밍 불명확,-,Stop 60.93,"MACD 완만개선, RSI 58",,대기 | ✅ 50~100조 선호,,,,,,,1,9,False
DLR,Real Estate,SKIP,SKIP,21,170.27,87.9,319221014,0.3,70.9,2.52,진입 타이밍 불명확,-,Stop 161.69,"MACD 완만개선, RSI 71",,대기 | ✅ 50~100조 선호,,,,,,,1,9,False
