Ticker,Sector,Entry,EntryRaw,Score,Close,MktCap_KRW_T,Avg$Vol,VolRatio,RSI,ATR%,Trigger,EntryHint,Invalidation,Reasons,MACDTrigger,Note,EntryPrice,StopPrice,TargetPrice,RR,EV,Prob,Shares,PosValue,MktPref,P,Promoted
ABBV,Healthcare,WATCH_BREAKOUT,WATCH_BREAKOUT,43,227.5,578.1,1687990820,1.14,60.1,3.0,트리거: 229.79 상향 돌파(20D High),229.79 돌파+거래량 동반 시,SMA50(223.66) 이탈 또는 Stop 213.86,"20D high 근접, MACD 완만개선, RSI 60",,현재 Vol 1.14x,,,,,-0.17,0.83,,,0,3,False
CFLT,Technology,WATCH_BREAKOUT,WATCH_BREAKOUT,43,30.52,15.9,563025773,0.84,47.8,0.4,트리거: 30.65 상향 돌파(20D High),30.65 돌파+거래량 동반 시,SMA50(29.74) 이탈 또는 Stop 30.28,"20D high 근접, MACD 완만개선, RSI 48",,현재 Vol 0.84x,,,,,-0.22,0.78,,,0,3,False
ADM,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,43,69.5,48.3,284571350,0.83,59.8,2.99,트리거: 69.94 상향 돌파(20D High),69.94 돌파+거래량 동반 시,SMA50(62.57) 이탈 또는 Stop 65.34,"20D high 근접, MACD 완만개선, RSI 60",,현재 Vol 0.83x,,,,,-0.19,0.81,,,0,3,False
EXAS,Healthcare,WATCH_BREAKOUT,WATCH_BREAKOUT,43,103.23,28.7,244925826,0.87,70.5,0.35,트리거: 103.54 상향 돌파(20D High),103.54 돌파+거래량 동반 시,SMA50(102.02) 이탈 또는 Stop 102.50,"20D high 근접, MACD 완만개선, RSI 70",,현재 Vol 0.87x,,,,,-0.25,0.75,,,0,3,False
SRE,Utilities,WATCH_BREAKOUT,WATCH_BREAKOUT,41,92.79,83.5,440883882,0.97,84.2,1.84,트리거: 92.57 상향 돌파(20D High),92.57 돌파+거래량 동반 시,SMA50(88.44) 이탈 또는 Stop 89.38,"20D high 근접, MACD 완만개선",,현재 Vol 0.97x | ✅ 50~100조 선호,,,,,-0.33,0.67,,,1,3,False
GWW,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,41,1116.6,83.9,385857093,2.29,60.0,2.98,트리거: 1208.28 상향 돌파(20D High) | 품질: close_not_confirm(need>1209.49),1208.28 위 '종가확인' + 거래량 유지 시,SMA50(1051.76) 이탈 또는 Stop 1049.99,"Vol 2.3x (강함), RSI 60",,현재 Vol 2.29x (BUY 기준 1.5x) | ✅ 50~100조 선호,,,,,-0.1,0.9,,,1,3,False
SYNA,Technology,WATCH_BREAKOUT,WATCH_BREAKOUT,41,92.07,4.9,75572775,1.53,61.5,5.61,트리거: 95.08 상향 돌파(20D High) | 품질: close_not_confirm(need>95.18),95.08 위 '종가확인' + 거래량 유지 시,SMA50(81.61) 이탈 또는 Stop 81.74,"Vol 1.5x, MACD 상향크로스, RSI 62",CROSS_UP,현재 Vol 1.53x (BUY 기준 1.5x),,,,,-0.14,0.86,,,0,3,False
F,Consumer Cyclical,WATCH_BREAKOUT,WATCH_BREAKOUT,40,14.0,80.5,968664260,1.89,60.5,2.14,트리거: 14.13 상향 돌파(20D High) | 품질: close_not_confirm(need>14.14) / upper_wick_high(0.71),14.13 위 '종가확인' + 거래량 유지 시,SMA50(13.58) 이탈 또는 Stop 13.40,"Vol 1.9x, MACD 완만개선, RSI 60",,현재 Vol 1.89x (BUY 기준 1.5x) | ✅ 50~100조 선호,,,,,-0.12,0.88,,,1,3,False
UNFI,Consumer Defensive,WATCH_BREAKOUT,WATCH_BREAKOUT,40,41.3,3.5,26932470,1.14,70.5,3.81,트리거: 41.01 상향 돌파(20D High),41.01 돌파+거래량 동반 시,SMA50(35.17) 이탈 또는 Stop 38.16,"20D high 근접, RSI 71",,현재 Vol 1.14x,,,,,-0.21,0.79,,,0,3,False
CB,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,38,332.51,188.0,563840769,1.22,84.5,2.23,트리거: 335.59 상향 돌파(20D High),335.59 돌파+거래량 동반 시,SMA50(309.35) 이탈 또는 Stop 317.68,"20D high 근접, Vol 1.2x (약)",,현재 Vol 1.22x,,,,,-0.27,0.73,,,0,3,False
O,Real Estate,WATCH_BREAKOUT,WATCH_BREAKOUT,30,64.78,85.0,420930217,1.96,74.6,1.63,트리거: 64.62 상향 돌파(20D High) | 품질: upper_wick_high(0.95),64.62 위 '종가확인' + 거래량 유지 시,SMA50(59.27) 이탈 또는 Stop 62.67,"Vol 2.0x, MACD 완만개선",,현재 Vol 1.96x (BUY 기준 1.5x) | ✅ 50~100조 선호,,,,,-0.19,0.81,,,1,3,False
CAT,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,22,758.29,498.1,2238097890,1.5,78.6,3.71,트리거: 775.54 상향 돌파(20D High) | 품질: close_not_confirm(need>776.32),775.54 위 '종가확인' + 거래량 유지 시,SMA50(630.12) 이탈 또는 Stop 702.00,"Vol 1.5x, MACD 완만개선",,현재 Vol 1.50x (BUY 기준 1.5x),,,,,-0.27,0.73,,,0,3,False
DE,Industrials,WATCH_BREAKOUT,WATCH_BREAKOUT,22,598.11,231.4,860371452,1.77,84.9,2.52,트리거: 614.34 상향 돌파(20D High) | 품질: close_not_confirm(need>614.95),614.34 위 '종가확인' + 거래량 유지 시,SMA50(504.74) 이탈 또는 Stop 567.91,"Vol 1.8x, MACD 완만개선",,현재 Vol 1.77x (BUY 기준 1.5x),,,,,-0.22,0.78,,,0,3,False
WRB,Financial Services,WATCH_BREAKOUT,WATCH_BREAKOUT,18,71.65,38.9,169251831,0.84,71.1,2.68,트리거: 71.90 상향 돌파(20D High),71.90 돌파+거래량 동반 시,SMA50(69.21) 이탈 또는 Stop 67.81,"MACD 완만개선, RSI 71",,현재 Vol 0.84x,,,,,-0.3,0.7,,,0,3,False
COP,Energy,WATCH_BREAKOUT,WATCH_BREAKOUT,16,110.83,194.7,900834182,1.43,74.2,2.7,트리거: 111.44 상향 돌파(20D High),111.44 돌파+거래량 동반 시,SMA50(97.79) 이탈 또는 Stop 104.85,"Vol 1.4x (약), MACD 완만개선",,현재 Vol 1.43x,,,,,-0.27,0.73,,,0,3,False
APD,Basic Materials,WATCH_BREAKOUT,WATCH_BREAKOUT,16,291.5,92.3,392005111,0.82,76.5,2.36,트리거: 294.68 상향 돌파(20D High),294.68 돌파+거래량 동반 시,SMA50(259.48) 이탈 또는 Stop 277.71,MACD 완만개선,,현재 Vol 0.82x | ✅ 50~100조 선호,,,,,-0.38,0.62,,,1,3,False
DIA,Unknown,WATCH_PULLBACK,WATCH_PULLBACK,34,494.67,59.6,3500140036,1.29,54.3,1.3,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(488.38) 이탈 또는 Stop 481.85,"Vol 1.3x (약), MACD 완만개선, RSI 54",,RSI 54.3 | ✅ 50~100조 선호,,,,,-0.21,0.79,,,1,4,False
SOXX,Unknown,WATCH_PULLBACK,WATCH_PULLBACK,26,351.5,3.9,2554251853,1.28,53.3,3.81,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(325.21) 이탈 또는 Stop 324.69,"Vol 1.3x (약), MACD 완만개선, RSI 53",,RSI 53.3,,,,,-0.2,0.8,,,0,4,False
WBD,Communication Services,WATCH_PULLBACK,WATCH_PULLBACK,26,28.11,99.3,658675798,1.05,43.2,1.75,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(28.07) 이탈 또는 Stop 27.12,"MACD 완만개선, RSI 43",,RSI 43.2 | ✅ 50~100조 선호,,,,,-0.29,0.71,,,1,4,False
MET,Financial Services,WATCH_PULLBACK,WATCH_PULLBACK,26,77.36,75.2,325680663,1.04,54.3,2.88,약한 반등(가짜 반등 필터),강한 양봉 확인 후,SMA50(78.84) 이탈 또는 Stop 72.90,"MACD 완만개선, RSI 54",,RSI 54.3 | ✅ 50~100조 선호,,,,,-0.26,0.74,,,1,4,False
